"Data Source","Indicateurs du développement dans le monde",

"Last Updated Date","2021-05-25",

"Country Name","Country Code","Indicator Name","Indicator Code","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020",
"Norvège","NOR","Aide publique au développement nette reçue ($ US courants)","DT.ODA.ODAT.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Népal","NPL","Aide publique au développement nette reçue ($ US courants)","DT.ODA.ODAT.CD","8619999.88555908","10729999.5422363","9039999.96185303","16219999.3133545","19489999.7711182","17879999.1607666","15399999.6185303","14189999.5803833","10899999.6185303","10840000.1525879","23319999.6948242","22829999.9237061","28909999.8474121","32340000.1525879","28670000.0762939","39919998.1689453","43009998.3215332","71110000.6103516","70269996.6430664","126959999.084473","150770004.272461","163919998.168945","177229995.727539","174809997.558594","157380004.882813","188360000.610352","260250000","322529998.779297","366660003.662109","415179992.675781","357179992.675781","374029998.779297","388529998.779297","299380004.882813","384160003.662109","380630004.882813","331339996.337891","315339996.337891","307730010.986328","292230010.986328","311239990.234375","347820007.324219","334500000","452880004.882813","429660003.662109","407230010.986328","452510009.765625","556969970.703125","614659973.144531","708989990.234375","767349975.585938","749320007.324219","769679992.675781","873330017.089844","883820007.324219","1224439941.40625","1064500000","1269650024.41406","1452260009.76563","1360739990.23438","",
"Nauru","NRU","Aide publique au développement nette reçue ($ US courants)","DT.ODA.ODAT.CD","","","","","","","","","","","","","","","","9999.99977648258","","9999.99977648258","","19999.9995529652","29999.9993294477","29999.9993294477","19999.9995529652","29999.9993294477","29999.9993294477","50000.0007450581","39999.9991059303","59999.9986588955","180000.007152557","50000.0007450581","159999.996423721","379999.995231628","409999.996423721","419999.986886978","11119999.8855591","2529999.97138977","3250000","2619999.88555908","2119999.88555908","6550000.19073486","4000000","7260000.22888184","11720000.2670288","16139999.3896484","13750000","9239999.77111816","17520000.4577637","25610000.6103516","31239999.7711182","23430000.3051758","27780000.6866455","37529998.7792969","35619998.9318848","28750000","22520000.4577637","31250000","22680000.3051758","25760000.2288818","37529998.7792969","54330001.8310547","",
"Nouvelle-Zélande","NZL","Aide publique au développement nette reçue ($ US courants)","DT.ODA.ODAT.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Pays membres de l'OCDE","OED","Aide publique au développement nette reçue ($ US courants)","DT.ODA.ODAT.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Oman","OMN","Aide publique au développement nette reçue ($ US courants)","DT.ODA.ODAT.CD","250000","330000.013113022","439999.997615814","360000.014305115","4059999.94277954","1840000.0333786","620000.004768372","939999.997615814","50000.0007450581","39999.9991059303","70000.0002980232","2039999.96185303","9859999.65667725","22540000.9155273","169630004.882813","140130004.882813","170440002.441406","363250000","60619998.9318848","243839996.337891","219330001.831055","252000000","136539993.286133","71230003.3569336","106430000.305176","77580001.8310547","103849998.474121","44919998.1689453","5099999.90463257","24690000.5340576","68199996.9482422","13090000.1525879","39630001.0681152","129679992.675781","155470001.220703","75089996.3378906","82930000.3051758","100400001.525879","555739990.234375","53150001.5258789","79669998.1689453","8310000.4196167","76970001.2207031","64309997.5585938","100339996.337891","19040000.9155273","54069999.6948242","213979995.727539","74650001.5258789","144490005.493164","-21610000.6103516","","","","","","","","","","",
"Autres petits états","OSS","Aide publique au développement nette reçue ($ US courants)","DT.ODA.ODAT.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Pakistan","PAK","Aide publique au développement nette reçue ($ US courants)","DT.ODA.ODAT.CD","253559997.558594","252740005.493164","379790008.544922","485779998.779297","510320007.324219","498859985.351563","375859985.351563","485019989.013672","390660003.662109","327910003.662109","420829986.572266","426040008.544922","304730010.986328","282350006.103516","468519989.013672","731070007.324219","1008239990.23438","593270019.53125","631669982.910156","702380004.882813","1160219970.70313","802309997.558594","869419982.910156","662840026.855469","624659973.144531","668070007.324219","808070007.324219","667159973.144531","1164949951.17188","1193520019.53125","908590026.855469","1143030029.29688","846729980.46875","826059997.558594","1187180053.71094","500640014.648438","687250000","682229980.46875","825549987.792969","613630004.882813","549619995.117188","1785150024.41406","1951550048.82813","1043199951.17188","1327510009.76563","1476699951.17188","2059510009.76563","2003900024.41406","1060079956.05469","2532870117.1875","2933209960.9375","3714360107.42188","2017410034.17969","2194469970.70313","3615820068.35938","3764020019.53125","2961110107.42188","2364310058.59375","1386930053.71094","2170739990.23438","",
"Panama","PAN","Aide publique au développement nette reçue ($ US courants)","DT.ODA.ODAT.CD","13310000.4196167","10149999.6185303","11590000.1525879","18600000.3814697","10909999.8474121","32779998.7792969","19819999.6948242","16909999.8474121","12899999.6185303","16500000","15770000.4577637","19500000","12800000.1907349","22409999.8474121","15960000.038147","22239999.7711182","29510000.2288818","24190000.5340576","20809999.4659424","19850000.3814697","24329999.9237061","24309999.4659424","28389999.3896484","31959999.0844727","62270000.4577637","49130001.0681152","35450000.7629395","38130001.0681152","22709999.0844727","19989999.7711182","99730003.3569336","111690002.441406","197070007.324219","80709999.0844727","38470001.2207031","46549999.2370605","58020000.4577637","54930000.3051758","32060001.373291","24350000.3814697","26950000.7629395","34819999.6948242","29780000.6866455","36540000.9155273","30969999.3133545","28440000.5340576","38810001.373291","-127669998.168945","35439998.626709","66550003.0517578","129610000.610352","110940002.441406","51349998.4741211","9210000.03814697","-193259994.506836","10250000","22610000.6103516","41750000","39099998.4741211","71459999.0844727","",
"Pérou","PER","Aide publique au développement nette reçue ($ US courants)","DT.ODA.ODAT.CD","-9770000.45776367","-16959999.0844727","7380000.11444092","9489999.77111816","20170000.0762939","55580001.8310547","43400001.5258789","44040000.9155273","33279998.7792969","33090000.1525879","43779998.7792969","38389999.3896484","37069999.6948242","80040000.9155273","68059997.5585938","64599998.4741211","73660003.6621094","88330001.8310547","132740005.493164","190570007.324219","186110000.610352","202270004.272461","158889999.389648","248789993.286133","267670013.427734","307390014.648438","270989990.234375","297350006.103516","280290008.544922","309029998.779297","397149993.896484","665169982.910156","436329986.572266","577000000","347209991.455078","386950012.207031","331700012.207031","402339996.337891","492820007.324219","459279998.779297","412670013.427734","461089996.337891","497540008.544922","509160003.662109","479079986.572266","465420013.427734","459899993.896484","321339996.337891","474589996.337891","442950012.207031","-298890014.648438","590719970.703125","385559997.558594","363660003.662109","328299987.792969","334829986.572266","320200012.207031","-1259999.99046326","450760009.765625","475899993.896484","",
"Philippines","PHL","Aide publique au développement nette reçue ($ US courants)","DT.ODA.ODAT.CD","51729999.5422363","19000000","30510000.2288818","21959999.0844727","73180000.3051758","92400001.5258789","45520000.4577637","86459999.0844727","65209999.0844727","80599998.4741211","45970001.2207031","71319999.6948242","162960006.713867","221410003.662109","153110000.610352","176300003.051758","182880004.882813","179039993.286133","247509994.506836","266470001.220703","291529998.779297","372029998.779297","324440002.441406","415380004.882813","376119995.117188","454989990.234375","889109985.351563","695500000","778159973.144531","773150024.414063","1143089965.82031","949719970.703125","1636449951.17188","1390089965.82031","1008820007.32422","857570007.324219","860909973.144531","630840026.855469","592719970.703125","662549987.792969","552799987.792969","553179992.675781","553179992.675781","724770019.53125","465010009.765625","587760009.765625","595010009.765625","636289978.027344","66879997.253418","339690002.441406","582450012.207031","-135869995.117188","-3369999.88555908","192059997.558594","677440002.441406","514950012.207031","283649993.896484","160479995.727539","547340026.855469","905380004.882813","",
"Palaos","PLW","Aide publique au développement nette reçue ($ US courants)","DT.ODA.ODAT.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","9999.99977648258","9999.99977648258","201889999.389648","142320007.324219","63020000.4577637","38380001.0681152","89120002.746582","28840000.1525879","39130001.0681152","34279998.7792969","31459999.0844727","25829999.9237061","19780000.6866455","23670000.0762939","37389999.3896484","22409999.8474121","42290000.9155273","34919998.1689453","28750000","24520000.4577637","15460000.038147","35419998.1689453","23479999.5422363","13930000.3051758","17799999.2370605","22149999.6185303","84540000.9155273","24940000.5340576","",
"Papouasie-Nouvelle-Guinée","PNG","Aide publique au développement nette reçue ($ US courants)","DT.ODA.ODAT.CD","9999.99977648258","9999.99977648258","","9999.99977648258","","82559997.5585938","85589996.3378906","98260002.1362305","110220001.220703","118889999.389648","147660003.662109","144559997.558594","193960006.713867","194979995.727539","262839996.337891","304480010.986328","236360000.610352","251369995.117188","291070007.324219","281510009.765625","318160003.662109","319450012.207031","306100006.103516","323859985.351563","315649993.896484","252710006.713867","256410003.662109","312230010.986328","364170013.427734","326079986.572266","370200012.207031","344369995.117188","433239990.234375","282890014.648438","298750000","358320007.324219","379220001.220703","338700012.207031","358799987.792969","212410003.662109","274980010.986328","205949996.948242","203600006.103516","222839996.337891","262149993.896484","268390014.648438","273690002.441406","328660003.662109","306420013.427734","405410003.662109","514280029.296875","616479980.46875","670270019.53125","657440002.441406","581909973.144531","591390014.648438","531580017.089844","532630004.882813","790330017.089844","667349975.585938","",
